gene,term
ITGB2L,KEGG_MM_PERTUSSIS
JUN,KEGG_MM_PERTUSSIS
LY96,KEGG_MM_PERTUSSIS
MYD88,KEGG_MM_PERTUSSIS
NFKB1,KEGG_MM_PERTUSSIS
NOS2,KEGG_MM_PERTUSSIS
MAPK11,KEGG_MM_PERTUSSIS
RELA,KEGG_MM_PERTUSSIS
CXCL5,KEGG_MM_PERTUSSIS
SFTPA1,KEGG_MM_PERTUSSIS
NLRP3,KEGG_MM_PERTUSSIS
TLR4,KEGG_MM_PERTUSSIS
TNF,KEGG_MM_PERTUSSIS
TRAF6,KEGG_MM_PERTUSSIS
TICAM2,KEGG_MM_PERTUSSIS
MAPK1,KEGG_MM_PERTUSSIS
MAPK10,KEGG_MM_PERTUSSIS
MAPK13,KEGG_MM_PERTUSSIS
MAPK14,KEGG_MM_PERTUSSIS
MAPK3,KEGG_MM_PERTUSSIS
MAPK8,KEGG_MM_PERTUSSIS
MAPK9,KEGG_MM_PERTUSSIS
IRAK4,KEGG_MM_PERTUSSIS
MAPK12,KEGG_MM_PERTUSSIS
GM5077,KEGG_MM_PERTUSSIS
CALM5,KEGG_MM_PERTUSSIS
C1S,KEGG_MM_PERTUSSIS
C1RA,KEGG_MM_PERTUSSIS
IRF3,KEGG_MM_PERTUSSIS
PYCARD,KEGG_MM_PERTUSSIS
4930544G11RIK,KEGG_MM_PERTUSSIS
CALML3,KEGG_MM_PERTUSSIS
CALM4,KEGG_MM_PERTUSSIS
IL23A,KEGG_MM_PERTUSSIS
LOC101056619,KEGG_MM_LEGIONELLOSIS
APAF1,KEGG_MM_LEGIONELLOSIS
ARF1,KEGG_MM_LEGIONELLOSIS
BNIP3,KEGG_MM_LEGIONELLOSIS
C3,KEGG_MM_LEGIONELLOSIS
CASP1,KEGG_MM_LEGIONELLOSIS
CASP3,KEGG_MM_LEGIONELLOSIS
CASP7,KEGG_MM_LEGIONELLOSIS
CASP8,KEGG_MM_LEGIONELLOSIS
CASP9,KEGG_MM_LEGIONELLOSIS
CD14,KEGG_MM_LEGIONELLOSIS
CLK1,KEGG_MM_LEGIONELLOSIS
CYCS,KEGG_MM_LEGIONELLOSIS
CYCT,KEGG_MM_LEGIONELLOSIS
EEF1A1,KEGG_MM_LEGIONELLOSIS
EEF1A2,KEGG_MM_LEGIONELLOSIS
CXCL1,KEGG_MM_LEGIONELLOSIS
HSPA8,KEGG_MM_LEGIONELLOSIS
HSPA1L,KEGG_MM_LEGIONELLOSIS
HSF1,KEGG_MM_LEGIONELLOSIS
HSPD1,KEGG_MM_LEGIONELLOSIS
HSPA1B,KEGG_MM_LEGIONELLOSIS
HSPA2,KEGG_MM_LEGIONELLOSIS
IL12A,KEGG_MM_LEGIONELLOSIS
IL12B,KEGG_MM_LEGIONELLOSIS
IL18,KEGG_MM_LEGIONELLOSIS
IL1B,KEGG_MM_LEGIONELLOSIS
IL6,KEGG_MM_LEGIONELLOSIS
ITGAM,KEGG_MM_LEGIONELLOSIS
ITGB2,KEGG_MM_LEGIONELLOSIS
ITGB2L,KEGG_MM_LEGIONELLOSIS
MYD88,KEGG_MM_LEGIONELLOSIS
NAIP1,KEGG_MM_LEGIONELLOSIS
NAIP2,KEGG_MM_LEGIONELLOSIS
NAIP5,KEGG_MM_LEGIONELLOSIS
NAIP6,KEGG_MM_LEGIONELLOSIS
NFKB1,KEGG_MM_LEGIONELLOSIS
NFKB2,KEGG_MM_LEGIONELLOSIS
NFKBIA,KEGG_MM_LEGIONELLOSIS
RAB1,KEGG_MM_LEGIONELLOSIS
HSPA1A,KEGG_MM_LEGIONELLOSIS
RELA,KEGG_MM_LEGIONELLOSIS
SAR1A,KEGG_MM_LEGIONELLOSIS
CXCL2,KEGG_MM_LEGIONELLOSIS
SEC22B,KEGG_MM_LEGIONELLOSIS
TLR4,KEGG_MM_LEGIONELLOSIS
TNF,KEGG_MM_LEGIONELLOSIS
TLR2,KEGG_MM_LEGIONELLOSIS
NLRC4,KEGG_MM_LEGIONELLOSIS
VCP,KEGG_MM_LEGIONELLOSIS
CXCL3,KEGG_MM_LEGIONELLOSIS
TLR5,KEGG_MM_LEGIONELLOSIS
NAIP7,KEGG_MM_LEGIONELLOSIS
HBS1L,KEGG_MM_LEGIONELLOSIS
SAR1B,KEGG_MM_LEGIONELLOSIS
PYCARD,KEGG_MM_LEGIONELLOSIS
EEF1G,KEGG_MM_LEGIONELLOSIS
RAB1B,KEGG_MM_LEGIONELLOSIS
BCL2L13,KEGG_MM_LEGIONELLOSIS
H2-EA-PS,KEGG_MM_LEISHMANIASIS
C3,KEGG_MM_LEISHMANIASIS
CYBA,KEGG_MM_LEISHMANIASIS
ELK1,KEGG_MM_LEISHMANIASIS
FCGR1,KEGG_MM_LEISHMANIASIS
FCGR3,KEGG_MM_LEISHMANIASIS
FOS,KEGG_MM_LEISHMANIASIS
H2-AA,KEGG_MM_LEISHMANIASIS
H2-AB1,KEGG_MM_LEISHMANIASIS
H2-EB1,KEGG_MM_LEISHMANIASIS
H2-DMA,KEGG_MM_LEISHMANIASIS
H2-DMB1,KEGG_MM_LEISHMANIASIS
H2-DMB2,KEGG_MM_LEISHMANIASIS
H2-OA,KEGG_MM_LEISHMANIASIS
H2-OB,KEGG_MM_LEISHMANIASIS
PTPN6,KEGG_MM_LEISHMANIASIS
IFNG,KEGG_MM_LEISHMANIASIS
IFNGR1,KEGG_MM_LEISHMANIASIS
IFNGR2,KEGG_MM_LEISHMANIASIS
IGH-VJ558,KEGG_MM_LEISHMANIASIS
IL10,KEGG_MM_LEISHMANIASIS
IL12A,KEGG_MM_LEISHMANIASIS
IL12B,KEGG_MM_LEISHMANIASIS
IL1A,KEGG_MM_LEISHMANIASIS
IL1B,KEGG_MM_LEISHMANIASIS
IRAK1,KEGG_MM_LEISHMANIASIS
IL4,KEGG_MM_LEISHMANIASIS
ITGA4,KEGG_MM_LEISHMANIASIS
ITGAM,KEGG_MM_LEISHMANIASIS
ITGB1,KEGG_MM_LEISHMANIASIS
ITGB2,KEGG_MM_LEISHMANIASIS
ITGB2L,KEGG_MM_LEISHMANIASIS
JAK1,KEGG_MM_LEISHMANIASIS
JAK2,KEGG_MM_LEISHMANIASIS
JUN,KEGG_MM_LEISHMANIASIS
MARCKSL1,KEGG_MM_LEISHMANIASIS
MYD88,KEGG_MM_LEISHMANIASIS
NCF1,KEGG_MM_LEISHMANIASIS
NCF2,KEGG_MM_LEISHMANIASIS
NCF4,KEGG_MM_LEISHMANIASIS
NFKB1,KEGG_MM_LEISHMANIASIS
NFKBIA,KEGG_MM_LEISHMANIASIS
NFKBIB,KEGG_MM_LEISHMANIASIS
NOS2,KEGG_MM_LEISHMANIASIS
PRKCB,KEGG_MM_LEISHMANIASIS
MAPK11,KEGG_MM_LEISHMANIASIS
PTGS2,KEGG_MM_LEISHMANIASIS
RELA,KEGG_MM_LEISHMANIASIS
STAT1,KEGG_MM_LEISHMANIASIS
TGFB1,KEGG_MM_LEISHMANIASIS
TGFB2,KEGG_MM_LEISHMANIASIS
TGFB3,KEGG_MM_LEISHMANIASIS
TLR4,KEGG_MM_LEISHMANIASIS
TNF,KEGG_MM_LEISHMANIASIS
TRAF6,KEGG_MM_LEISHMANIASIS
TLR2,KEGG_MM_LEISHMANIASIS
FCGR4,KEGG_MM_LEISHMANIASIS
MAP3K7,KEGG_MM_LEISHMANIASIS
MAPK1,KEGG_MM_LEISHMANIASIS
MAPK13,KEGG_MM_LEISHMANIASIS
MAPK14,KEGG_MM_LEISHMANIASIS
MAPK3,KEGG_MM_LEISHMANIASIS
IRAK4,KEGG_MM_LEISHMANIASIS
MAPK12,KEGG_MM_LEISHMANIASIS
TAB1,KEGG_MM_LEISHMANIASIS
TAB2,KEGG_MM_LEISHMANIASIS
LOC100862578,KEGG_MM_CHAGAS_DISEASE
TICAM1,KEGG_MM_CHAGAS_DISEASE
ACE,KEGG_MM_CHAGAS_DISEASE
AKT1,KEGG_MM_CHAGAS_DISEASE
AKT2,KEGG_MM_CHAGAS_DISEASE
BDKRB2,KEGG_MM_CHAGAS_DISEASE
C1QA,KEGG_MM_CHAGAS_DISEASE
C1QB,KEGG_MM_CHAGAS_DISEASE
C1QC,KEGG_MM_CHAGAS_DISEASE
C3,KEGG_MM_CHAGAS_DISEASE
CALR,KEGG_MM_CHAGAS_DISEASE
CASP8,KEGG_MM_CHAGAS_DISEASE
CD3D,KEGG_MM_CHAGAS_DISEASE
CD3E,KEGG_MM_CHAGAS_DISEASE
CD3G,KEGG_MM_CHAGAS_DISEASE
CD247,KEGG_MM_CHAGAS_DISEASE
CFLAR,KEGG_MM_CHAGAS_DISEASE
CHUK,KEGG_MM_CHAGAS_DISEASE
FADD,KEGG_MM_CHAGAS_DISEASE
FAS,KEGG_MM_CHAGAS_DISEASE
FASL,KEGG_MM_CHAGAS_DISEASE
FOS,KEGG_MM_CHAGAS_DISEASE
GNA11,KEGG_MM_CHAGAS_DISEASE
GNA14,KEGG_MM_CHAGAS_DISEASE
GNA15,KEGG_MM_CHAGAS_DISEASE
GNAI1,KEGG_MM_CHAGAS_DISEASE
GNAI2,KEGG_MM_CHAGAS_DISEASE
GNAI3,KEGG_MM_CHAGAS_DISEASE
GNAL,KEGG_MM_CHAGAS_DISEASE
GNAO1,KEGG_MM_CHAGAS_DISEASE
GNAQ,KEGG_MM_CHAGAS_DISEASE
GNAS,KEGG_MM_CHAGAS_DISEASE
IFNB1,KEGG_MM_CHAGAS_DISEASE
IFNG,KEGG_MM_CHAGAS_DISEASE
IFNGR1,KEGG_MM_CHAGAS_DISEASE
IFNGR2,KEGG_MM_CHAGAS_DISEASE
IKBKB,KEGG_MM_CHAGAS_DISEASE
IKBKG,KEGG_MM_CHAGAS_DISEASE
IL10,KEGG_MM_CHAGAS_DISEASE
IL12A,KEGG_MM_CHAGAS_DISEASE
IL12B,KEGG_MM_CHAGAS_DISEASE
IL1B,KEGG_MM_CHAGAS_DISEASE
IRAK1,KEGG_MM_CHAGAS_DISEASE
IL2,KEGG_MM_CHAGAS_DISEASE
IL6,KEGG_MM_CHAGAS_DISEASE
JUN,KEGG_MM_CHAGAS_DISEASE
SMAD2,KEGG_MM_CHAGAS_DISEASE
SMAD3,KEGG_MM_CHAGAS_DISEASE
MYD88,KEGG_MM_CHAGAS_DISEASE
NFKB1,KEGG_MM_CHAGAS_DISEASE
NFKBIA,KEGG_MM_CHAGAS_DISEASE
NOS2,KEGG_MM_CHAGAS_DISEASE
PIK3CA,KEGG_MM_CHAGAS_DISEASE
PIK3CD,KEGG_MM_CHAGAS_DISEASE
PIK3R1,KEGG_MM_CHAGAS_DISEASE
PIK3R2,KEGG_MM_CHAGAS_DISEASE
PIK3R3,KEGG_MM_CHAGAS_DISEASE
SERPINE1,KEGG_MM_CHAGAS_DISEASE
PLCB1,KEGG_MM_CHAGAS_DISEASE
PLCB2,KEGG_MM_CHAGAS_DISEASE
PLCB3,KEGG_MM_CHAGAS_DISEASE
PLCB4,KEGG_MM_CHAGAS_DISEASE
PPP2CA,KEGG_MM_CHAGAS_DISEASE
PPP2CB,KEGG_MM_CHAGAS_DISEASE
MAPK11,KEGG_MM_CHAGAS_DISEASE
RELA,KEGG_MM_CHAGAS_DISEASE
CCL12,KEGG_MM_CHAGAS_DISEASE
CCL2,KEGG_MM_CHAGAS_DISEASE
CCL3,KEGG_MM_CHAGAS_DISEASE
CCL5,KEGG_MM_CHAGAS_DISEASE
ACE3,KEGG_MM_CHAGAS_DISEASE
TGFB1,KEGG_MM_CHAGAS_DISEASE
TGFB2,KEGG_MM_CHAGAS_DISEASE
TGFB3,KEGG_MM_CHAGAS_DISEASE
TGFBR1,KEGG_MM_CHAGAS_DISEASE
TGFBR2,KEGG_MM_CHAGAS_DISEASE
TLR4,KEGG_MM_CHAGAS_DISEASE
TLR6,KEGG_MM_CHAGAS_DISEASE
TNF,KEGG_MM_CHAGAS_DISEASE
TNFRSF1A,KEGG_MM_CHAGAS_DISEASE
TRAF6,KEGG_MM_CHAGAS_DISEASE
AKT3,KEGG_MM_CHAGAS_DISEASE
TLR2,KEGG_MM_CHAGAS_DISEASE
MAP2K4,KEGG_MM_CHAGAS_DISEASE
MAPK1,KEGG_MM_CHAGAS_DISEASE
MAPK10,KEGG_MM_CHAGAS_DISEASE
MAPK13,KEGG_MM_CHAGAS_DISEASE
MAPK14,KEGG_MM_CHAGAS_DISEASE
MAPK3,KEGG_MM_CHAGAS_DISEASE
MAPK8,KEGG_MM_CHAGAS_DISEASE
MAPK9,KEGG_MM_CHAGAS_DISEASE
IRAK4,KEGG_MM_CHAGAS_DISEASE
PPP2R2C,KEGG_MM_CHAGAS_DISEASE
MAPK12,KEGG_MM_CHAGAS_DISEASE
PIK3CG,KEGG_MM_CHAGAS_DISEASE
PIK3R5,KEGG_MM_CHAGAS_DISEASE
ADCY1,KEGG_MM_CHAGAS_DISEASE
PPP2R1A,KEGG_MM_CHAGAS_DISEASE
PPP2R2D,KEGG_MM_CHAGAS_DISEASE
PPP2R2A,KEGG_MM_CHAGAS_DISEASE
PPP2R2B,KEGG_MM_CHAGAS_DISEASE
PPP2R1B,KEGG_MM_CHAGAS_DISEASE
PIK3CB,KEGG_MM_CHAGAS_DISEASE
TLR9,KEGG_MM_CHAGAS_DISEASE
BETA-S,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
HBA-A2,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
APOA1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
F2RL1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
FAS,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
FASL,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
GNAQ,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
HBA-A1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
HBB-B1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
HBB-B2,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
ICAM1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IDO1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IFNG,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IGH-VJ558,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IL10,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IL12A,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IL12B,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IL18,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IL1B,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IL6,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
LAMA4,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
MYD88,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
PRKCA,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
PRKCB,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
PRKCG,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
PLCB1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
PLCB2,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
PLCB3,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
PLCB4,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
SELE,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
IDO2,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
TNF,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
VCAM1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
THOP1,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
TLR9,KEGG_MM_AFRICAN_TRYPANOSOMIASIS
KLRB1,KEGG_MM_MALARIA
BETA-S,KEGG_MM_MALARIA
LOC100862578,KEGG_MM_MALARIA
HBA-A2,KEGG_MM_MALARIA
CD36,KEGG_MM_MALARIA
CD81,KEGG_MM_MALARIA
COMP,KEGG_MM_MALARIA
CSF3,KEGG_MM_MALARIA
DARC,KEGG_MM_MALARIA
GYPA,KEGG_MM_MALARIA
HBA-A1,KEGG_MM_MALARIA
HBB-B1,KEGG_MM_MALARIA
HBB-B2,KEGG_MM_MALARIA
HGF,KEGG_MM_MALARIA
SDC2,KEGG_MM_MALARIA
ICAM1,KEGG_MM_MALARIA
IFNG,KEGG_MM_MALARIA
IL10,KEGG_MM_MALARIA
IL12A,KEGG_MM_MALARIA
IL18,KEGG_MM_MALARIA
IL1B,KEGG_MM_MALARIA
IL6,KEGG_MM_MALARIA
ITGAL,KEGG_MM_MALARIA
ITGB2,KEGG_MM_MALARIA
ITGB2L,KEGG_MM_MALARIA
KLRA4,KEGG_MM_MALARIA
LRP1,KEGG_MM_MALARIA
KLRB1A,KEGG_MM_MALARIA
KLRB1C,KEGG_MM_MALARIA
MET,KEGG_MM_MALARIA
MYD88,KEGG_MM_MALARIA
PECAM1,KEGG_MM_MALARIA
CCL12,KEGG_MM_MALARIA
CCL2,KEGG_MM_MALARIA
SELE,KEGG_MM_MALARIA
SELP,KEGG_MM_MALARIA
SDC1,KEGG_MM_MALARIA
TGFB1,KEGG_MM_MALARIA
TGFB2,KEGG_MM_MALARIA
TGFB3,KEGG_MM_MALARIA
THBS1,KEGG_MM_MALARIA
THBS2,KEGG_MM_MALARIA
THBS3,KEGG_MM_MALARIA
THBS4,KEGG_MM_MALARIA
TLR4,KEGG_MM_MALARIA
TNF,KEGG_MM_MALARIA
CD40,KEGG_MM_MALARIA
CD40LG,KEGG_MM_MALARIA
VCAM1,KEGG_MM_MALARIA
KLRB1F,KEGG_MM_MALARIA
TLR2,KEGG_MM_MALARIA
KLRK1,KEGG_MM_MALARIA
GYPC,KEGG_MM_MALARIA
KLRB1B,KEGG_MM_MALARIA
TLR9,KEGG_MM_MALARIA
H2-EA-PS,KEGG_MM_TOXOPLASMOSIS
PPIF,KEGG_MM_TOXOPLASMOSIS
AKT1,KEGG_MM_TOXOPLASMOSIS
AKT2,KEGG_MM_TOXOPLASMOSIS
ALOX5,KEGG_MM_TOXOPLASMOSIS
BIRC3,KEGG_MM_TOXOPLASMOSIS
BIRC2,KEGG_MM_TOXOPLASMOSIS
XIAP,KEGG_MM_TOXOPLASMOSIS
BAD,KEGG_MM_TOXOPLASMOSIS
BCL2,KEGG_MM_TOXOPLASMOSIS
BCL2L1,KEGG_MM_TOXOPLASMOSIS
CIITA,KEGG_MM_TOXOPLASMOSIS
CASP3,KEGG_MM_TOXOPLASMOSIS
CASP8,KEGG_MM_TOXOPLASMOSIS
CASP9,KEGG_MM_TOXOPLASMOSIS
CHUK,KEGG_MM_TOXOPLASMOSIS
SOCS1,KEGG_MM_TOXOPLASMOSIS
CCR5,KEGG_MM_TOXOPLASMOSIS
CYCS,KEGG_MM_TOXOPLASMOSIS
CYCT,KEGG_MM_TOXOPLASMOSIS
GNAI1,KEGG_MM_TOXOPLASMOSIS
GNAI2,KEGG_MM_TOXOPLASMOSIS
GNAI3,KEGG_MM_TOXOPLASMOSIS
GNAO1,KEGG_MM_TOXOPLASMOSIS
H2-AA,KEGG_MM_TOXOPLASMOSIS
H2-AB1,KEGG_MM_TOXOPLASMOSIS
H2-EB1,KEGG_MM_TOXOPLASMOSIS
H2-DMA,KEGG_MM_TOXOPLASMOSIS
H2-DMB1,KEGG_MM_TOXOPLASMOSIS
H2-DMB2,KEGG_MM_TOXOPLASMOSIS
H2-OA,KEGG_MM_TOXOPLASMOSIS
H2-OB,KEGG_MM_TOXOPLASMOSIS
HSPA8,KEGG_MM_TOXOPLASMOSIS
HSPA1L,KEGG_MM_TOXOPLASMOSIS
HSPA1B,KEGG_MM_TOXOPLASMOSIS
HSPA2,KEGG_MM_TOXOPLASMOSIS
IRGM1,KEGG_MM_TOXOPLASMOSIS
IFNG,KEGG_MM_TOXOPLASMOSIS
IFNGR1,KEGG_MM_TOXOPLASMOSIS
IFNGR2,KEGG_MM_TOXOPLASMOSIS
IGTP,KEGG_MM_TOXOPLASMOSIS
IKBKB,KEGG_MM_TOXOPLASMOSIS
IKBKG,KEGG_MM_TOXOPLASMOSIS
IL10,KEGG_MM_TOXOPLASMOSIS
IL10RA,KEGG_MM_TOXOPLASMOSIS
IL10RB,KEGG_MM_TOXOPLASMOSIS
IL12A,KEGG_MM_TOXOPLASMOSIS
IL12B,KEGG_MM_TOXOPLASMOSIS
IRAK1,KEGG_MM_TOXOPLASMOSIS
ITGA6,KEGG_MM_TOXOPLASMOSIS
ITGB1,KEGG_MM_TOXOPLASMOSIS
JAK1,KEGG_MM_TOXOPLASMOSIS
JAK2,KEGG_MM_TOXOPLASMOSIS
LAMA1,KEGG_MM_TOXOPLASMOSIS
LAMA2,KEGG_MM_TOXOPLASMOSIS
LAMA3,KEGG_MM_TOXOPLASMOSIS
LAMA4,KEGG_MM_TOXOPLASMOSIS
LAMA5,KEGG_MM_TOXOPLASMOSIS
LAMB1,KEGG_MM_TOXOPLASMOSIS
LAMB2,KEGG_MM_TOXOPLASMOSIS
LAMB3,KEGG_MM_TOXOPLASMOSIS
LAMC2,KEGG_MM_TOXOPLASMOSIS
LDLR,KEGG_MM_TOXOPLASMOSIS
LY96,KEGG_MM_TOXOPLASMOSIS
MYD88,KEGG_MM_TOXOPLASMOSIS
NFKB1,KEGG_MM_TOXOPLASMOSIS
NFKBIA,KEGG_MM_TOXOPLASMOSIS
NFKBIB,KEGG_MM_TOXOPLASMOSIS
NOS2,KEGG_MM_TOXOPLASMOSIS
PIK3CA,KEGG_MM_TOXOPLASMOSIS
PIK3CD,KEGG_MM_TOXOPLASMOSIS
PIK3R1,KEGG_MM_TOXOPLASMOSIS
PIK3R2,KEGG_MM_TOXOPLASMOSIS
PIK3R3,KEGG_MM_TOXOPLASMOSIS
MAPK11,KEGG_MM_TOXOPLASMOSIS
HSPA1A,KEGG_MM_TOXOPLASMOSIS
RELA,KEGG_MM_TOXOPLASMOSIS
STAT1,KEGG_MM_TOXOPLASMOSIS
STAT3,KEGG_MM_TOXOPLASMOSIS
TGFB1,KEGG_MM_TOXOPLASMOSIS
TGFB2,KEGG_MM_TOXOPLASMOSIS
TGFB3,KEGG_MM_TOXOPLASMOSIS
TLR4,KEGG_MM_TOXOPLASMOSIS
TNF,KEGG_MM_TOXOPLASMOSIS
TNFRSF1A,KEGG_MM_TOXOPLASMOSIS
CD40,KEGG_MM_TOXOPLASMOSIS
CD40LG,KEGG_MM_TOXOPLASMOSIS
TRAF6,KEGG_MM_TOXOPLASMOSIS
LAMC1,KEGG_MM_TOXOPLASMOSIS
PDK1,KEGG_MM_TOXOPLASMOSIS
AKT3,KEGG_MM_TOXOPLASMOSIS
TLR11,KEGG_MM_TOXOPLASMOSIS
LAMC3,KEGG_MM_TOXOPLASMOSIS
TLR2,KEGG_MM_TOXOPLASMOSIS
MAP2K3,KEGG_MM_TOXOPLASMOSIS
MAP2K6,KEGG_MM_TOXOPLASMOSIS
MAP3K7,KEGG_MM_TOXOPLASMOSIS
MAPK1,KEGG_MM_TOXOPLASMOSIS
MAPK10,KEGG_MM_TOXOPLASMOSIS
MAPK13,KEGG_MM_TOXOPLASMOSIS
MAPK14,KEGG_MM_TOXOPLASMOSIS
MAPK3,KEGG_MM_TOXOPLASMOSIS
MAPK8,KEGG_MM_TOXOPLASMOSIS
MAPK9,KEGG_MM_TOXOPLASMOSIS
IRAK4,KEGG_MM_TOXOPLASMOSIS
MAPK12,KEGG_MM_TOXOPLASMOSIS
PIK3CG,KEGG_MM_TOXOPLASMOSIS
PIK3R5,KEGG_MM_TOXOPLASMOSIS
BIRC7,KEGG_MM_TOXOPLASMOSIS
TYK2,KEGG_MM_TOXOPLASMOSIS
TAB1,KEGG_MM_TOXOPLASMOSIS
TAB2,KEGG_MM_TOXOPLASMOSIS
PIK3CB,KEGG_MM_TOXOPLASMOSIS
ACTN1,KEGG_MM_AMOEBIASIS
C8B,KEGG_MM_AMOEBIASIS
ACTN2,KEGG_MM_AMOEBIASIS
ACTN3,KEGG_MM_AMOEBIASIS
ARG1,KEGG_MM_AMOEBIASIS
ARG2,KEGG_MM_AMOEBIASIS
C9,KEGG_MM_AMOEBIASIS
CASP3,KEGG_MM_AMOEBIASIS
CD14,KEGG_MM_AMOEBIASIS
CD1D1,KEGG_MM_AMOEBIASIS
COL11A1,KEGG_MM_AMOEBIASIS
COL11A2,KEGG_MM_AMOEBIASIS
COL2A1,KEGG_MM_AMOEBIASIS
COL3A1,KEGG_MM_AMOEBIASIS
COL4A1,KEGG_MM_AMOEBIASIS
COL4A2,KEGG_MM_AMOEBIASIS
COL4A3,KEGG_MM_AMOEBIASIS
COL4A4,KEGG_MM_AMOEBIASIS
COL4A5,KEGG_MM_AMOEBIASIS
COL5A1,KEGG_MM_AMOEBIASIS
COL5A2,KEGG_MM_AMOEBIASIS
COL1A1,KEGG_MM_AMOEBIASIS
COL1A2,KEGG_MM_AMOEBIASIS
CSF2,KEGG_MM_AMOEBIASIS
CTSG,KEGG_MM_AMOEBIASIS
PTK2,KEGG_MM_AMOEBIASIS
FN1,KEGG_MM_AMOEBIASIS
GNA11,KEGG_MM_AMOEBIASIS
GNA14,KEGG_MM_AMOEBIASIS
GNA15,KEGG_MM_AMOEBIASIS
GNAL,KEGG_MM_AMOEBIASIS
GNAQ,KEGG_MM_AMOEBIASIS
GNAS,KEGG_MM_AMOEBIASIS
HSPB1,KEGG_MM_AMOEBIASIS
IFNG,KEGG_MM_AMOEBIASIS
IGH-VJ558,KEGG_MM_AMOEBIASIS
IL10,KEGG_MM_AMOEBIASIS
IL12A,KEGG_MM_AMOEBIASIS
IL12B,KEGG_MM_AMOEBIASIS
IL1B,KEGG_MM_AMOEBIASIS
IL1R1,KEGG_MM_AMOEBIASIS
IL1R2,KEGG_MM_AMOEBIASIS
IL6,KEGG_MM_AMOEBIASIS
ITGAM,KEGG_MM_AMOEBIASIS
ITGB2,KEGG_MM_AMOEBIASIS
ITGB2L,KEGG_MM_AMOEBIASIS
LAMA1,KEGG_MM_AMOEBIASIS
LAMA2,KEGG_MM_AMOEBIASIS
LAMA3,KEGG_MM_AMOEBIASIS
LAMA4,KEGG_MM_AMOEBIASIS
LAMA5,KEGG_MM_AMOEBIASIS
LAMB1,KEGG_MM_AMOEBIASIS
LAMB2,KEGG_MM_AMOEBIASIS
LAMB3,KEGG_MM_AMOEBIASIS
LAMC2,KEGG_MM_AMOEBIASIS
MUC2,KEGG_MM_AMOEBIASIS
NFKB1,KEGG_MM_AMOEBIASIS
NOS2,KEGG_MM_AMOEBIASIS
PIK3CA,KEGG_MM_AMOEBIASIS
PIK3CD,KEGG_MM_AMOEBIASIS
PIK3R1,KEGG_MM_AMOEBIASIS
PIK3R2,KEGG_MM_AMOEBIASIS
PIK3R3,KEGG_MM_AMOEBIASIS
PRKACA,KEGG_MM_AMOEBIASIS
PRKACB,KEGG_MM_AMOEBIASIS
PRKCA,KEGG_MM_AMOEBIASIS
PRKCB,KEGG_MM_AMOEBIASIS
PRKCG,KEGG_MM_AMOEBIASIS
SERPINB2,KEGG_MM_AMOEBIASIS
PLCB1,KEGG_MM_AMOEBIASIS
PLCB2,KEGG_MM_AMOEBIASIS
PLCB3,KEGG_MM_AMOEBIASIS
PLCB4,KEGG_MM_AMOEBIASIS
PRKX,KEGG_MM_AMOEBIASIS
RAB5B,KEGG_MM_AMOEBIASIS
RAB5C,KEGG_MM_AMOEBIASIS
RAB7,KEGG_MM_AMOEBIASIS
RELA,KEGG_MM_AMOEBIASIS
SERPINB3A,KEGG_MM_AMOEBIASIS
SERPINB9B,KEGG_MM_AMOEBIASIS
SERPINB9C,KEGG_MM_AMOEBIASIS
SERPINB6B,KEGG_MM_AMOEBIASIS
SERPINB9F,KEGG_MM_AMOEBIASIS
